City;Customer_Flag;Revenue_Scale;Revenue;Sector;Legal_Form_Code;Employee_Scale;TYPE_ID_Coverage_GSM;TYPE_ID_Coverage_UMTS;TYPE_ID_Coverage_LTE;CNT_EMPLOYEE;CNT_CB_DENSITY;CNT_CB_MOB_DENSITY;CNT_CB_FN_DENSITY;Mobile_potential
Aalen;0;;;43;4;10 - 19;291;291;291;10;100;100;7;1489.6005120946802
Bönen;0;500.001 - 2.500.000;617588;39;14;10 - 19;291;291;291;10;169;164;16;1242.3160315702798
Warburg;0;;;76;4;10 - 19;291;290;292;11;18;17;4;1521.1690906318804
Braunschweig;0;500.001 - 2.500.000;550000;40;14;10 - 19;291;290;291;10;217;215;5;1536.99771513108
Magdeburg;0;500.001 - 2.500.000;1623756;40;14;10 - 19;291;290;291;18;189;188;6;2604.59423475828
Gernsheim;0;500.001 - 2.500.000;900000;61;4;10 - 19;291;291;290;10;102;101;1;1343.34857678748
Köln;0;100.001 - 250.000;150000;77;46;20 - 49;291;291;291;36;1051;1037;46;1778.0850556835992
Bremen;0;500.001 - 2.500.000;590000;76;46;10 - 19;291;290;290;10;107;104;5;1227.2763718762799
Liebenau;0;2.500.001 - 5.000.000;2535000;84;16;10 - 19;291;291;292;18;9;8;2;1867.2088315726803
Freiburg;0;250.001 - 500.000;300000;72;31;10 - 19;291;291;291;13;249;244;13;1300.78332726228
Meldorf;0;500.001 - 2.500.000;700000;43;31;10 - 19;291;290;291;10;;;;1263.9635912122799
Rendsburg;0;;;29;14;10 - 19;291;291;292;13;43;42;4;1515.4499185246796
Albstadt;0;;;13;24;10 - 19;291;290;292;15;49;48;2;1515.4499185246796
Detmold;0;;;15;14;10 - 19;291;291;291;11;88;85;8;1544.54081522268
Künzell;0;;;83;28;10 - 19;291;292;291;10;90;88;7;1503.7123070914804
Pforzheim;0;;;41;14;10 - 19;291;291;291;13;177;175;7;1542.1745876434793
Ubstadt-Weiher;0;500.001 - 2.500.000;540000;66;4;10 - 19;291;290;290;14;150;149;5;1282.83686816028
Bremen;0;500.001 - 2.500.000;1500000;62;4;10 - 19;291;291;291;15;311;304;19;1570.83908481228
Minden;0;100.001 - 250.000;220000;75;14;10 - 19;291;290;291;11;123;123;5;1208.06081150028
Westheim;0;;;70;31;20 - 49;291;292;292;30;7;6;1;1913.43902765268
Hameln;0;500.001 - 2.500.000;550000;55;4;10 - 19;291;291;291;10;62;61;9;1225.0720338874798
Berlin;0;;;43;31;10 - 19;290;290;291;12;1078;1047;87;1582.5590476967996
Bischberg;0;;;42;4;10 - 19;291;291;291;11;75;75;3;1537.7746307746804
Stuttgart;0;;;63;4;20 - 49;291;291;291;25;830;807;56;2266.7586281316
Oberschleißheim;0;2.500.001 - 5.000.000;2650000;82;4;20 - 49;291;290;291;30;514;502;30;2067.12830228748
Dresden;0;;;75;13;20 - 49;291;290;291;33;450;444;36;2055.7937724754797
Gummersbach;0;500.001 - 2.500.000;1400000;56;14;10 - 19;291;291;292;17;72;70;4;1815.8902819486802
Heidenheim;0;;;43;31;10 - 19;291;291;291;12;74;69;5;1489.6005120946802
Berlin;0;500.001 - 2.500.000;850000;43;14;10 - 19;291;290;291;13;1013;985;76;1487.7945666408
Eisfeld;0;;;41;14;20 - 49;291;290;291;23;7;7;1;1940.27300335068
Pforzheim;0;500.001 - 2.500.000;2100000;73;14;10 - 19;291;291;291;17;172;170;7;1874.70373919148
Paderborn;0;;;61;26;10 - 19;291;290;291;13;94;89;7;1602.6001368226798
Immenstadt;0;500.001 - 2.500.000;1500000;61;4;10 - 19;291;290;291;16;29;29;1;1705.3230296434804
Köln;0;250.001 - 500.000;400000;85;13;10 - 19;291;290;291;10;1038;1023;51;1357.7144628528
Waldshut-Tiengen;0;;;43;18;10 - 19;291;290;292;18;11;11;1;1837.8848812078804
Mülheim;0;500.001 - 2.500.000;510000;50;14;10 - 19;291;291;291;11;568;561;28;1279.5808846954799
Solingen;0;500.001 - 2.500.000;2065000;42;14;10 - 19;291;291;290;13;439;432;20;1696.2085286914794
Nürnberg;0;;;76;4;20 - 49;291;290;291;20;518;504;50;2042.5053252634793
Wenzenbach;0;250.001 - 500.000;290600;40;16;10 - 19;291;291;290;12;145;140;14;1323.60773202228
Neutraubling;0;;;76;4;10 - 19;291;290;291;18;138;133;14;1954.0927228234805
Karlsruhe;0;;;76;4;20 - 49;291;291;291;23;354;348;18;2018.73689685948
Köln;0;;;61;28;10 - 19;291;291;291;14;1000;986;50;1730.7888512087993
Hamm;0;;;61;13;10 - 19;291;291;291;11;162;150;20;1553.1473399914798
Rotenburg;0;2.500.001 - 5.000.000;2542844;39;14;20 - 49;291;291;292;26;15;15;0;2029.8629146438805
Opfenbach;0;500.001 - 2.500.000;1800000;41;16;10 - 19;290;292;290;13;35;34;1;1549.6027485514796
Wuppertal;0;5.000.001 - 25.000.000;10000000;42;24;10 - 19;291;290;291;11;370;365;17;1622.1379137370798
Hamburg;0;;;76;4;10 - 19;291;291;291;12;1692;1295;634;1561.0817820767998
Karlsruhe;0;5.000.001 - 25.000.000;11762379;42;14;10 - 19;291;290;291;11;302;296;14;1614.5464344970796
Regensburg;0;500.001 - 2.500.000;1450000;60;14;10 - 19;291;291;291;14;156;150;16;1585.1967485002797
Reichenschwand;0;;;40;14;10 - 19;291;290;291;15;70;67;7;2239.63320624948
Augsburg;0;;;76;14;20 - 49;291;290;291;31;407;405;17;2017.9116020674799
Neuental;0;500.001 - 2.500.000;710000;44;4;10 - 19;291;290;292;11;15;15;0;1765.0597217686802
Gerwisch;0;500.001 - 2.500.000;700000;47;31;20 - 49;291;291;290;32;161;160;4;2236.61569679268
Schorndorf;0;2.500.001 - 5.000.000;3180000;61;13;20 - 49;291;290;291;26;139;135;8;2079.04430466828
Ahaus;0;;;85;14;10 - 19;291;290;291;17;67;66;2;1866.0972144226803
Dranske;0;500.001 - 2.500.000;1500000;49;14;10 - 19;290;292;290;18;2;2;0;1778.2952978686799
Wuppertal;0;5.000.001 - 25.000.000;8468000;43;31;10 - 19;291;291;291;19;314;309;11;1959.7262194090795
Bayreuth;0;;;76;16;20 - 49;291;290;291;48;60;60;3;2009.30507729868
Berlin;0;;;76;4;10 - 19;291;291;291;11;2968;2841;311;1568.6732613167997
Meinhard;0;500.001 - 2.500.000;630000;9;4;10 - 19;291;290;292;10;17;16;2;1277.8472787046799
Dresden;0;500.001 - 2.500.000;1100000;73;4;10 - 19;291;291;291;12;;;;1334.5152348802799
Arnsberg;0;;;42;14;10 - 19;291;290;292;13;32;31;3;1585.9945966798798
Kyritz;0;500.001 - 2.500.000;1000000;41;4;10 - 19;291;290;292;14;11;11;0;1342.0155149254801
München;0;;;73;14;10 - 19;291;291;291;10;1671;1617;124;1612.3150274207997
Berlin;0;;;76;4;10 - 19;291;290;291;12;723;710;47;1648.4778895234795
Templin;0;500.001 - 2.500.000;680000;40;4;10 - 19;291;290;292;14;6;5;2;1879.6372907626805
Bürdenbach;0;;;83;28;10 - 19;291;291;292;10;53;50;4;1513.4476457206802
Frankfurt;0;500.001 - 2.500.000;672443;42;14;10 - 19;291;291;291;16;900;872;79;1656.2433062087996
Solingen;0;;;21;31;10 - 19;291;290;291;10;599;571;45;1602.749709339479
Reckershausen;0;500.001 - 2.500.000;1200000;30;14;20 - 49;291;292;290;20;16;16;1;1810.15545789468
Magdeburg;0;;;76;46;20 - 49;291;290;291;46;186;185;6;2017.9116020674799
Backnang;0;;;83;28;20 - 49;291;290;290;20;122;121;3;1892.7582192322795
Laer;0;500.001 - 2.500.000;1500000;40;13;10 - 19;291;291;291;14;34;32;3;1941.8259731855999
Breitengüßbach;0;;;24;14;10 - 19;291;290;291;12;68;68;3;1519.3909189066803
Sprakebüll;0;;;1;13;20 - 49;291;292;292;34;5;5;0;1992.69953715588
Leipzig;0;500.001 - 2.500.000;1161000;85;14;10 - 19;291;290;291;16;646;643;19;1778.1377577274798
Weiden;0;500.001 - 2.500.000;800000;9;4;10 - 19;291;290;291;12;30;26;5;1344.65810964348
Würzburg;0;2.500.001 - 5.000.000;3500000;43;4;10 - 19;291;291;291;15;171;168;8;1624.9905403042794
München;0;500.001 - 2.500.000;620000;71;20;10 - 19;291;290;291;15;1680;1627;122;1266.5439909815998
Berlin;0;bis 100.000;30000;84;31;20 - 49;291;290;291;21;;;;1370.5645764682802
Nürnberg;0;500.001 - 2.500.000;700000;82;14;10 - 19;291;291;291;15;520;507;44;1371.64131503868
Hamburg;0;500.001 - 2.500.000;1360000;71;4;10 - 19;291;290;291;16;1569;1215;575;1620.0454808735994
Berlin;0;;;83;28;10 - 19;291;291;291;11;3188;3063;324;1516.0526879015993
Molbergen;0;;;75;14;10 - 19;291;290;292;11;30;30;0;1527.93527507988
Estenfeld;0;500.001 - 2.500.000;1150000;42;16;10 - 19;291;290;290;12;154;152;6;1351.1298067642801
Schloß Holte-Stukenbrock;0;;;24;14;10 - 19;291;290;291;11;74;71;8;1519.3909189066803
Bruchmühlbach-Miesau;0;;;9;4;20 - 49;291;290;291;20;47;47;1;1973.1385108546804
Diez;0;500.001 - 2.500.000;1860000;81;14;20 - 49;291;291;290;23;97;97;2;1921.1435556994797
Stuttgart;0;;;61;13;10 - 19;291;290;291;12;802;785;49;1672.7295296087996
Augsburg;0;;;76;28;10 - 19;291;291;291;15;380;377;17;1611.2066615914796
Altenbeken;0;250.001 - 500.000;400000;76;4;10 - 19;291;290;291;10;15;13;2;1189.8510590074798
Hagen;0;;;76;16;20 - 49;291;290;291;49;303;296;14;2017.9116020674799
Schorfheide;0;;;43;4;10 - 19;291;291;290;11;29;29;2;1480.6994999986803
Porta Westfalica;0;500.001 - 2.500.000;1115700;40;14;10 - 19;291;290;291;16;101;100;6;1761.54439762548
Bremen;0;;;31;13;10 - 19;291;290;291;12;280;273;18;1553.1473399914798
Landau;0;;;50;4;10 - 19;291;291;291;10;63;63;2;1545.3661100146805
Ergoldsbach;0;500.001 - 2.500.000;1500000;44;31;10 - 19;290;292;292;16;16;16;0;2177.35144639668
Bonn;0;;;55;3;20 - 49;291;291;291;48;396;392;28;2025.50308130748
Magdeburg;0;;;31;16;10 - 19;291;290;291;15;195;194;6;1611.2066615914796
Dachau;0;500.001 - 2.500.000;880000;49;4;10 - 19;291;291;291;12;422;415;24;1320.8669406490799
Büren;0;500.001 - 2.500.000;629288;40;4;10 - 19;291;292;291;13;17;16;1;1653.7781847142794
Golzow;0;;;85;4;10 - 19;291;292;292;16;8;8;0;1722.3188818318804
Stendal;0;;;78;4;20 - 49;291;290;291;40;23;23;0;2876.9478657430805
Kelsterbach;0;5.000.001 - 25.000.000;8603260;70;14;10 - 19;291;291;290;11;510;495;42;1587.821921461079
Werne;0;;;82;14;20 - 49;291;291;291;28;;;;2015.4459800626798
Bergisch Gladbach;0;;;43;31;10 - 19;291;290;290;15;587;583;16;1613.6295260194795
Wolfenbüttel;0;;;41;14;10 - 19;291;290;291;16;83;82;4;1676.6585324746802
Buchholz;0;2.500.001 - 5.000.000;2700000;41;14;10 - 19;291;291;291;11;12;12;0;1512.6721187626797
Hannover;0;;;76;4;10 - 19;291;290;291;15;909;875;56;1724.0226667607994
Nürnberg;0;;;55;14;20 - 49;291;291;291;32;499;485;49;2086.2633709474794
Saarbrücken;0;;;76;4;10 - 19;291;290;291;10;189;188;8;1553.9726347834803
Karlsfeld;0;250.001 - 500.000;475000;76;4;10 - 19;291;291;291;10;928;899;72;1328.8747587647997
Ettlingen;0;250.001 - 500.000;500000;43;4;10 - 19;290;290;290;10;117;116;5;1135.61000732028
Teningen;0;500.001 - 2.500.000;900000;40;24;10 - 19;291;291;291;15;99;98;8;1780.13044491828
Paderborn;0;;;76;4;10 - 19;291;291;291;11;92;87;7;1537.7746307746804
Norderstedt;0;;;75;4;20 - 49;291;291;291;22;350;303;85;2011.70769626748
Bodenheim;0;2.500.001 - 5.000.000;2733084;40;4;20 - 49;291;291;291;33;206;199;10;2996.50933457028
Duisburg;0;2.500.001 - 5.000.000;4000000;43;14;10 - 19;291;290;290;13;500;494;23;1717.6340104402793
Hamburg;0;;;61;13;10 - 19;291;290;291;12;4431;1937;2794;1567.8479665247994
Dinklage;0;;;83;4;10 - 19;291;291;290;10;36;36;3;1488.0451105474804
Ruhstorf;0;;;72;4;10 - 19;291;292;292;12;15;15;0;2106.75827385108
Aumühle;0;500.001 - 2.500.000;1300000;9;13;10 - 19;291;290;291;15;180;149;41;1496.56445846028
Schloß Holte-Stukenbrock;0;;;43;4;10 - 19;291;291;291;11;74;71;8;1489.6005120946802
Reutlingen;0;;;42;14;20 - 49;291;291;291;45;205;200;14;2017.9116020674799
Hohenstein-Ernstthal;0;2.500.001 - 5.000.000;3000000;27;4;10 - 19;291;290;291;10;;;;1588.7644586122797
Hamburg;0;;;48;4;10 - 19;291;290;291;12;1747;1350;643;1509.2865034535994
Höchstadt;0;;;76;13;10 - 19;291;290;291;10;23;23;0;1544.54081522268
Machern;0;500.001 - 2.500.000;750000;9;4;20 - 49;291;291;291;27;125;124;3;1770.51144027948
Potsdam;0;;;43;13;10 - 19;291;290;291;10;264;257;12;1462.9768580794803
Aachen;0;;;40;14;10 - 19;291;290;291;12;390;388;12;2319.62380152468
Eggersdorf;0;500.001 - 2.500.000;1200000;40;14;10 - 19;291;291;291;10;112;111;4;2008.7497861534798
Merzig;0;;;48;4;10 - 19;291;290;292;11;47;47;2;1469.37381200868
Balve;0;;;42;14;10 - 19;291;290;292;11;51;50;2;1688.0496486958805
Grünwald;0;50.000.001 - 500.000.000;65000000;57;3;20 - 49;291;290;291;36;914;887;62;1919.9035929119996
Dachau;0;;;80;4;10 - 19;291;290;291;10;372;365;25;1513.1441266522802
Sindelfingen;0;500.001 - 2.500.000;591000;50;13;10 - 19;291;290;291;11;394;384;21;1254.92678350428
Berlin;0;5.000.001 - 25.000.000;9112628;42;14;10 - 19;;;;12;;;;1614.5464344970796
Troisdorf;0;250.001 - 500.000;500000;76;4;10 - 19;291;291;291;12;469;467;22;1265.92413908748
Mülheim;0;5.000.001 - 25.000.000;8241902;68;14;10 - 19;291;291;291;12;541;537;22;1652.428604905079
Berlin;0;500.001 - 2.500.000;2100000;70;4;10 - 19;291;290;291;16;2439;2347;221;1560.2529757655993
Mühltal;0;500.001 - 2.500.000;1050000;9;4;10 - 19;291;291;292;11;214;208;16;1336.65909426948
Rhumspringe;0;;;24;14;10 - 19;291;292;290;10;14;14;0;1518.0813860506803
Spremberg;0;100.001 - 250.000;250000;72;4;10 - 19;291;290;292;10;34;34;3;1196.2637159026801
Berlin;0;500.001 - 2.500.000;1273264;38;14;10 - 19;291;291;291;12;2890;2766;304;1471.6322280047998
Harsewinkel;0;500.001 - 2.500.000;600000;72;14;20 - 49;291;290;291;20;20;17;3;1602.3472484566798
Detmold;0;;;77;16;20 - 49;291;291;290;36;88;85;8;2007.9955444426803
Wurster Nordseeküste;0;500.001 - 2.500.000;1300000;43;4;10 - 19;291;290;291;11;;;;1348.33465494828
Großröhrsdorf;0;;;43;31;10 - 19;291;291;292;11;50;47;6;1472.9949719518804
Biederbach;0;250.001 - 500.000;500000;49;4;10 - 19;290;292;290;11;17;17;0;1156.1438323882799
Berlin;0;5.000.001 - 25.000.000;5300000;49;14;20 - 49;291;291;291;34;2932;2804;312;1839.334191301199
Heidelberg;0;2.500.001 - 5.000.000;5000000;61;13;10 - 19;291;291;291;18;327;323;22;2051.82990002508
Bretten;0;2.500.001 - 5.000.000;3457758;36;16;20 - 49;291;291;291;21;110;109;6;2049.6439226722796
Irsch;0;500.001 - 2.500.000;645000;40;4;10 - 19;291;290;292;10;11;11;0;1390.65021419868
Northeim;0;500.001 - 2.500.000;750000;76;4;10 - 19;291;290;290;13;;;;1402.42294391628
Hamburg;0;;;49;4;10 - 19;290;290;290;15;663;538;214;1621.0301403802787
Dahn;0;;;76;22;20 - 49;291;291;292;35;9;9;0;1973.9501376238802
Halle;0;;;83;28;20 - 49;291;291;291;30;58;57;4;1937.6360470354798
Porta Westfalica;0;5.000.001 - 25.000.000;22000000;42;16;20 - 49;291;290;291;20;109;109;5;1832.9858800558795
Neubrandenburg;0;;;72;4;10 - 19;291;290;290;16;42;38;5;2315.61259309788
Alfter;0;500.001 - 2.500.000;850000;1;4;10 - 19;291;290;291;15;352;350;19;1411.32395601228
Hamburg;0;bis 100.000;13803;55;14;10 - 19;291;291;291;18;1716;1320;636;1533.4576098167993
Flensburg;0;;;43;4;20 - 49;291;290;291;22;38;37;1;1926.7260746266802
Amberg;0;;;76;4;10 - 19;291;290;290;12;31;31;0;1536.4650979186806
Kleinmühlingen;0;500.001 - 2.500.000;1300000;44;18;10 - 19;290;292;290;16;28;28;1;2457.49825217148
Bünde;0;500.001 - 2.500.000;2000000;27;14;10 - 19;291;290;291;19;145;138;16;1934.51802849948
Rhede;0;;;61;4;20 - 49;291;291;291;29;95;93;3;2002.5388928506804
Landau;0;500.001 - 2.500.000;818174;44;14;10 - 19;291;290;292;10;7;6;1;1981.2642197998794
Husum;0;;;43;31;10 - 19;291;290;291;10;15;14;1;1454.3703333106803
Neu-Isenburg;0;;;76;4;10 - 19;291;291;291;16;769;744;67;1867.1131363608001
Melle;0;;;1;18;10 - 19;291;290;291;14;71;70;4;1583.8507372906797
Paderborn;0;250.001 - 500.000;350000;61;4;10 - 19;291;290;291;11;92;87;7;1189.8510590074798
Moosinning;0;2.500.001 - 5.000.000;3378000;9;14;20 - 49;291;290;291;30;79;79;5;2070.43777989948
Hamburg;0;;;75;4;20 - 49;291;291;291;26;1719;1320;645;1895.5252819835996
Backnang;0;500.001 - 2.500.000;1800000;43;14;10 - 19;291;290;291;14;121;121;2;1521.0361796794796
Rottweil;0;250.001 - 500.000;450000;85;13;10 - 19;291;290;290;15;60;59;2;1260.25759335948
Regensburg;0;100.001 - 250.000;200000;55;14;20 - 49;290;290;291;22;158;152;16;1501.3160189194803
Arnsberg;0;500.001 - 2.500.000;1500000;72;4;10 - 19;291;290;290;14;42;41;2;1855.3696094746801
Osnabrück;0;100.001 - 250.000;226328;50;16;20 - 49;290;291;291;27;226;223;12;1501.3160189194803
Stahnsdorf;0;500.001 - 2.500.000;1700000;43;31;10 - 19;291;291;291;11;544;526;44;1566.5588057434788
Bühl;0;;;76;4;10 - 19;291;290;290;12;96;95;5;1528.8736186786803
Wiefelstede;0;100.001 - 250.000;142000;50;4;20 - 49;291;290;291;22;130;127;5;1480.05076275948
Heusenstamm;0;500.001 - 2.500.000;1800000;62;14;10 - 19;291;291;291;18;673;652;52;2055.3641620114795
Frankfurt;0;;;62;14;10 - 19;291;291;291;18;882;854;76;2072.8496176487997
Bonn;0;250.001 - 500.000;500000;68;4;10 - 19;291;290;291;10;;;;1179.70818424428
Düsseldorf;0;500.001 - 2.500.000;1700000;43;4;10 - 19;291;291;291;14;814;803;55;1626.6506464007991
Bordesholm;0;5.000.001 - 25.000.000;5098079;39;14;20 - 49;291;290;291;24;23;23;2;2078.29565104428
Gründau;0;;;74;28;20 - 49;291;290;291;40;96;95;3;1918.88664750348
Salzwedel;0;500.001 - 2.500.000;750000;42;14;10 - 19;291;290;290;11;10;10;0;1350.11476123548
Stuttgart;0;;;43;14;10 - 19;291;291;291;16;799;778;51;1818.9390176807997
Lutherstadt Wittenberg;0;;;75;4;20 - 49;291;290;291;30;43;42;3;1983.7894933186803
Minden;0;250.001 - 500.000;300000;82;31;10 - 19;291;291;291;17;122;122;4;1596.4802606314797
Weißenfels;0;100.001 - 250.000;203000;9;4;10 - 19;290;292;290;13;36;35;1;1234.9558506274798
Linsengericht;0;;;74;28;20 - 49;291;291;290;35;82;81;4;1902.3941561674799
Berlin;0;;;76;28;10 - 19;291;291;291;14;1319;1270;138;1730.7888512087993
Essen;0;;;85;14;20 - 49;291;290;291;25;715;706;36;2100.6966578674796
Halle;0;;;78;28;10 - 19;291;292;291;11;185;182;9;1590.72997275948
Lübeck;0;250.001 - 500.000;450000;76;13;10 - 19;291;291;291;10;136;127;16;1219.7058086242798
Bad Endorf;0;500.001 - 2.500.000;2220000;24;14;10 - 19;291;290;291;12;35;35;1;1519.3909189066803
Reinheim;0;;;76;13;10 - 19;291;290;291;11;63;62;5;1544.54081522268
Damscheid;0;;;76;14;10 - 19;290;292;290;17;26;25;2;1857.1962023266801
Göppingen;0;;;42;14;10 - 19;291;291;291;17;284;280;13;1874.70373919148
Saarlouis;0;;;61;4;10 - 19;291;290;290;12;105;104;9;1537.4801434474803
Herzogenrath;0;;;43;4;10 - 19;291;290;291;12;384;382;14;1470.5683373194802
Parkstetten;0;;;74;4;20 - 49;291;292;290;20;26;26;1;1877.3855100154801
Willich;0;5.000.001 - 25.000.000;7550000;43;13;10 - 19;291;291;291;15;373;368;16;1625.2569322090792
Herleshausen;0;2.500.001 - 5.000.000;4000000;41;14;20 - 49;290;292;290;32;13;13;0;2076.8583757954802
Gladbeck;0;;;41;16;20 - 49;291;290;291;45;474;472;21;2047.2057934114796
Neumünster;0;;;43;16;10 - 19;291;291;291;15;;;;1563.8578377034796
Kappeln;0;500.001 - 2.500.000;1395264;43;4;10 - 19;291;290;290;15;9;9;0;1469.9272504834798
Wiesbaden;0;500.001 - 2.500.000;750000;78;4;20 - 49;291;291;290;24;361;353;16;3307.998653675878
Berlin;0;500.001 - 2.500.000;900000;50;14;10 - 19;291;291;291;14;1185;1141;115;1548.5073154487995
Pforzheim;0;500.001 - 2.500.000;690000;49;4;10 - 19;291;290;291;16;188;186;5;1439.79943726908
Stolzenau;0;;;61;4;10 - 19;291;291;292;16;15;15;0;1722.3188818318804
Deggendorf;0;;;61;4;10 - 19;291;292;292;10;22;21;2;1521.1690906318804
Hofgeismar;0;;;61;4;10 - 19;291;290;292;11;16;15;3;1521.1690906318804
Murg;0;2.500.001 - 5.000.000;3837658;42;14;10 - 19;291;290;292;14;15;15;1;1693.4580807694797
Bedburg;0;500.001 - 2.500.000;1000000;42;4;10 - 19;291;290;291;10;78;77;1;1424.7421883794798
Hirschfeld;0;;;1;14;20 - 49;291;292;291;36;68;68;2;2009.30507729868
Kalletal;0;;;50;4;10 - 19;291;292;292;13;68;66;3;1579.2284122318802
Ruhmannsfelden;0;;;74;48;20 - 49;291;292;292;20;3;3;0;1884.0386456566798
Obergünzburg;0;;;27;14;20 - 49;291;292;292;27;21;20;2;1973.9501376238802
Witten;0;500.001 - 2.500.000;660000;75;13;20 - 49;291;291;291;43;393;384;22;1624.9274374234797
Rothenburg;0;500.001 - 2.500.000;1200000;49;4;10 - 19;291;290;292;10;9;9;1;1384.44777890148
Lübbecke;0;;;40;16;10 - 19;291;290;291;17;60;59;3;2405.038496116679
Barlt;0;;;1;14;10 - 19;290;290;290;12;25;25;2;1535.6398031266801
Berlin;0;;;85;14;10 - 19;291;291;291;12;3083;2962;313;1567.8479665247994
Remshalden;0;500.001 - 2.500.000;1600000;17;14;10 - 19;291;290;291;11;262;258;16;1519.54594766028
Gehlsbach;0;500.001 - 2.500.000;700000;78;4;10 - 19;291;292;292;19;6;6;0;2719.4153170162804
Hemdingen;0;;;39;14;10 - 19;291;292;291;12;97;90;20;1582.50960452868
Lüdenscheid;0;2.500.001 - 5.000.000;3400000;55;14;20 - 49;291;290;291;24;54;53;3;2078.02925913948
Albaching;0;250.001 - 500.000;450000;9;4;10 - 19;291;292;290;10;46;45;3;1180.95004691148
Chemnitz;0;5.000.001 - 25.000.000;6500000;42;14;20 - 49;291;290;291;25;462;455;17;2173.2135757690794
Hamburg;0;;;62;14;20 - 49;291;291;291;42;1693;1299;635;1902.2914664315992
Wartenberg;0;;;15;14;20 - 49;291;290;292;28;9;9;1;1992.69953715588
Eschau;0;;;74;4;10 - 19;291;291;290;15;17;16;1;1535.1376616554794
Freiburg;0;500.001 - 2.500.000;1700000;82;14;20 - 49;291;291;291;30;232;227;14;1889.33889321468
Aachen;0;;;61;13;10 - 19;291;290;291;14;502;493;23;1667.8382315314793
Ellhofen;0;;;40;14;10 - 19;291;290;290;11;204;201;6;2310.7227894286802
Plößberg;0;500.001 - 2.500.000;760000;1;4;10 - 19;291;292;292;11;9;9;0;1335.64404874068
Berlin;0;;;56;14;10 - 19;291;291;291;10;3128;3007;316;1556.6900462327994
Cavertitz;0;500.001 - 2.500.000;750000;48;14;10 - 19;290;292;292;16;15;15;0;1456.7080356454799
Gröditz;0;;;43;4;10 - 19;291;290;291;16;22;22;1;1655.5201245106803
Schwalmstadt;0;500.001 - 2.500.000;670000;76;13;10 - 19;291;291;292;10;8;8;1;1299.46427510868
Gronau;0;;;61;13;10 - 19;291;290;290;15;43;40;3;1601.29060396668
Waldkirchen;0;;;50;4;10 - 19;290;292;292;11;4;4;0;1521.1690906318804
Hannover;0;;;43;14;20 - 49;291;291;291;20;772;759;33;2083.0313291795997
Langquaid;0;;;76;13;10 - 19;291;292;290;14;13;13;1;1593.6991247266797
Neu-Ulm;0;;;62;14;10 - 19;291;290;290;12;237;233;8;1551.83780713548
Mügeln;0;250.001 - 500.000;450000;40;4;10 - 19;290;292;292;10;38;38;0;1286.04845435868
Bad Liebenstein;0;;;78;4;10 - 19;291;291;292;10;37;36;1;2049.1659132910804
Kressbronn;0;2.500.001 - 5.000.000;3900000;27;14;10 - 19;290;290;290;17;63;63;3;1945.9102868842801
Hannover;0;;;76;14;50 - 99;291;291;291;50;745;734;29;2033.5777709448002
Halle;0;500.001 - 2.500.000;2117556;75;20;10 - 19;291;290;291;15;220;217;10;1611.2066615914796
Rennerod;0;500.001 - 2.500.000;850000;76;13;10 - 19;291;290;290;11;16;16;0;1342.5232819954801
Niederkassel;0;;;76;13;10 - 19;291;290;290;13;699;682;38;1685.0907052954792
Alt Tucheband;0;500.001 - 2.500.000;2100000;39;4;20 - 49;290;292;292;20;5;5;0;1930.1920919398804
Enger;0;500.001 - 2.500.000;945981;47;4;10 - 19;291;290;290;16;204;199;17;1918.0090313974802
Bornheim;0;;;78;4;10 - 19;291;291;290;17;320;318;14;2628.4425367798804
Schloß Holte-Stukenbrock;0;500.001 - 2.500.000;2200000;27;14;10 - 19;291;290;291;11;76;73;8;1525.79141569068
Kirchdorf;0;500.001 - 2.500.000;1700000;40;14;10 - 19;290;292;290;14;8;8;0;2378.1302580574798
Lahr;0;;;76;13;20 - 49;290;290;291;32;101;100;4;2009.30507729868
Emsdetten;0;250.001 - 500.000;300000;73;4;10 - 19;291;290;291;11;57;56;1;1189.8510590074798
Magdeburg;0;500.001 - 2.500.000;2044402;55;14;20 - 49;291;290;291;23;193;192;6;2017.9116020674799
Fischbachtal;0;;;74;4;10 - 19;291;292;290;13;36;36;1;1535.1376616554794
Münster;0;;;50;14;20 - 49;291;290;291;47;204;198;12;2017.9116020674799
Berlin;0;500.001 - 2.500.000;783526;50;14;10 - 19;291;291;291;10;3112;2985;319;1385.5664307647999
Schorndorf;0;;;82;4;10 - 19;291;290;291;11;126;122;7;1448.5085754706804
Künzell;0;;;83;4;10 - 19;291;291;291;10;152;145;12;1505.55264741228
Wolmirstedt;0;500.001 - 2.500.000;580000;1;11;20 - 49;291;290;291;20;30;30;2;1560.57965188668
Finkenthal;0;2.500.001 - 5.000.000;4000000;1;14;20 - 49;290;292;292;30;4;4;0;2100.16302124548
Münster;0;;;83;28;10 - 19;291;291;291;13;286;267;25;1559.4113829682792
Hannover;0;500.001 - 2.500.000;1800000;61;13;20 - 49;291;290;291;25;761;748;32;2174.9634935435997
Saarbrücken;0;500.001 - 2.500.000;900000;63;4;10 - 19;291;291;291;11;169;168;4;1353.26463441228
Oberhausen;0;5.000.001 - 25.000.000;7715000;58;4;10 - 19;291;291;291;12;708;700;31;1525.7268658810794
Reilingen;0;;;77;14;20 - 49;291;290;290;35;216;216;5;2009.01058997148
Randowtal;0;;;1;4;20 - 49;291;292;292;20;2;2;0;1931.9084714638802
