City;Customer_Flag;Revenue_Scale;Revenue;Sector;Legal_Form_Code;Employee_Scale;TYPE_ID_Coverage_GSM;TYPE_ID_Coverage_UMTS;TYPE_ID_Coverage_LTE;CNT_EMPLOYEE;CNT_CB_DENSITY;CNT_CB_MOB_DENSITY;CNT_CB_FN_DENSITY;Mobile_potential
Felsberg;0;;;77;28;20 - 49;291;291;290;39;25;25;1;2000.4040652026802
Woltersdorf;0;250.001 - 500.000;360000;50;4;10 - 19;291;290;291;10;140;139;4;1198.4575837762798
Berlin;0;;;56;16;20 - 49;291;291;291;20;2914;2797;300;1854.1416849035993
Springe;0;500.001 - 2.500.000;1300000;73;14;10 - 19;291;290;291;15;76;75;1;1487.9579336914803
Königsdorf;0;500.001 - 2.500.000;700000;67;13;10 - 19;291;292;291;11;58;58;0;1272.51420119628
Kehl;0;5.000.001 - 25.000.000;5300000;41;16;10 - 19;291;291;291;13;91;90;2;1583.7038832394794
Schweich;0;;;41;4;10 - 19;291;290;290;12;80;79;3;1484.7772425034805
Melle;0;;;76;4;10 - 19;291;290;291;12;68;67;3;1537.7746307746804
Meinerzhagen;0;500.001 - 2.500.000;1627572;27;14;10 - 19;291;291;291;11;38;37;3;1499.78150259948
Leer;0;;;83;28;10 - 19;291;290;291;11;31;31;0;1492.7455365994801
Essen;0;500.001 - 2.500.000;950000;44;4;10 - 19;291;290;291;15;824;819;41;1938.9874439640002
Bad Bertrich;0;500.001 - 2.500.000;550000;59;14;10 - 19;291;292;292;13;14;14;0;1287.77404019268
Loddin;0;250.001 - 500.000;400000;85;4;10 - 19;291;290;291;12;5;5;0;1189.8510590074798
Mainz;0;500.001 - 2.500.000;1700000;40;14;10 - 19;291;291;291;12;360;350;17;1921.5015303142793
Mülheim;0;250.001 - 500.000;383000;66;16;10 - 19;291;291;291;10;641;633;31;1320.9173290354797
Solingen;0;500.001 - 2.500.000;980000;40;4;10 - 19;290;290;290;14;451;443;24;1663.6768530814793
Schiffdorf;0;;;42;14;10 - 19;291;292;291;11;3;3;0;1544.54081522268
Fuldatal;0;5.000.001 - 25.000.000;20870500;41;16;20 - 49;291;291;291;45;217;214;17;1740.92369334708
Rendsburg;0;;;76;4;10 - 19;291;290;290;13;42;41;3;1586.93294027868
Esens;0;;;76;4;10 - 19;291;291;291;14;6;6;0;1595.83395237468
Putzbrunn;0;2.500.001 - 5.000.000;4200000;42;14;20 - 49;291;290;291;21;1056;1020;80;2204.4986639411995
München;0;500.001 - 2.500.000;940000;62;14;50 - 99;291;290;291;50;1714;1656;126;1783.0983477767995
Arnsberg;0;500.001 - 2.500.000;1000000;24;14;10 - 19;291;290;291;10;49;48;2;1326.2743977754799
Edertal;0;500.001 - 2.500.000;925000;72;4;10 - 19;291;291;292;11;18;18;0;1380.8545118746802
Bonn;0;500.001 - 2.500.000;1500000;59;14;10 - 19;291;290;291;15;358;354;28;1577.6052692602798
Enzklösterle;0;;;49;14;10 - 19;291;292;292;10;9;8;1;1505.8561664806803
Ahrensfelde;0;500.001 - 2.500.000;1700000;40;14;20 - 49;291;291;291;26;941;909;73;2893.0004635415994
Lübeck;0;;;57;14;20 - 49;291;290;291;21;138;129;16;1909.2507105682796
Arberg;0;;;85;14;10 - 19;291;291;292;10;16;15;2;1527.93527507988
Hamburg;0;500.001 - 2.500.000;1100000;47;14;10 - 19;291;290;291;17;;;;2002.53853564548
Berlin;0;500.001 - 2.500.000;780000;63;4;10 - 19;291;290;291;10;2302;2198;248;1360.0508467847997
Kempten;0;;;41;14;20 - 49;291;291;291;20;58;55;5;1910.8726213546802
Bonn;0;;;72;4;20 - 49;291;291;291;23;424;420;31;2596.73460083868
Bochum;0;500.001 - 2.500.000;750000;61;13;10 - 19;291;291;291;15;;;;1418.09014046028
Mühlheim;0;500.001 - 2.500.000;745000;39;14;10 - 19;291;290;291;13;421;410;30;1463.6504090062801
Pfinztal;0;250.001 - 500.000;400000;9;4;10 - 19;291;291;291;10;209;204;14;1198.4575837762798
Recklinghausen;0;500.001 - 2.500.000;850000;50;14;10 - 19;291;290;291;13;308;304;23;1418.09014046028
Bad Endbach;0;500.001 - 2.500.000;1828800;22;16;10 - 19;291;291;292;13;34;34;1;1585.9945966798798
Saarbrücken;0;500.001 - 2.500.000;2450000;42;16;10 - 19;291;290;291;14;204;201;15;1691.2907403274796
Celle;0;;;78;14;10 - 19;291;290;291;12;52;52;2;2072.53763788188
Nürnberg;0;500.001 - 2.500.000;1000000;63;4;10 - 19;291;290;291;14;510;495;50;1569.7603511194802
Mühldorf;0;500.001 - 2.500.000;960000;82;14;10 - 19;291;290;291;10;38;38;1;1351.42429409148
Büdingen;0;500.001 - 2.500.000;1800000;60;14;20 - 49;291;291;292;33;;;;2001.3060619246799
Bruckmühl;0;500.001 - 2.500.000;1600000;40;4;10 - 19;291;290;291;11;57;57;2;2204.9906665054805
Postbauer-Heng;0;500.001 - 2.500.000;1300000;27;14;10 - 19;291;291;291;15;42;41;2;1487.9579336914803
Hürth;0;500.001 - 2.500.000;1500000;61;4;10 - 19;291;291;291;13;;;;1570.83908481228
Münstertal;0;;;74;4;10 - 19;291;292;291;19;44;44;2;1858.6342093114802
Weingarten;0;;;24;14;20 - 49;291;290;291;23;294;290;13;1992.76170575148
Neustadt;0;500.001 - 2.500.000;1300000;24;14;10 - 19;291;290;292;17;27;24;4;1709.69957483268
Schönaich;0;;;78;4;10 - 19;291;291;291;11;497;471;44;2236.72463174268
Murg;0;500.001 - 2.500.000;750000;76;4;10 - 19;290;290;292;15;15;15;1;1386.1118911006802
Rastatt;0;;;74;4;20 - 49;290;290;291;26;122;122;3;2023.46073077628
Bad Oldesloe;0;500.001 - 2.500.000;1200000;43;31;10 - 19;291;290;291;13;39;37;4;1434.8366641234802
Hildesheim;0;500.001 - 2.500.000;700000;50;4;10 - 19;291;290;291;15;112;111;8;1375.96947717228
Westerstede;0;500.001 - 2.500.000;630000;49;13;10 - 19;291;290;291;15;34;34;0;1341.3626715322798
Konstanz;0;;;50;14;10 - 19;291;290;291;12;;;;1534.39794045948
Altenholz;0;500.001 - 2.500.000;1288000;76;13;10 - 19;291;291;291;12;99;98;5;1429.8986120914801
Kreuzau;0;;;43;24;10 - 19;291;291;291;17;84;82;3;1811.15691129468
Bad Staffelstein;0;;;43;24;10 - 19;290;290;290;15;20;17;4;1503.5286428146796
Kronach;0;2.500.001 - 5.000.000;3050000;43;24;20 - 49;291;291;291;22;44;42;5;2015.4974767714798
Delitzsch;0;500.001 - 2.500.000;1250000;41;4;10 - 19;291;290;291;13;64;63;3;1412.1596752954802
Villingen-Schwenningen;0;2.500.001 - 5.000.000;3000000;41;4;10 - 19;291;291;292;17;125;123;6;1843.4326432534801
Leer;0;;;43;4;10 - 19;291;290;290;10;29;29;0;1445.4693212146803
Gera;0;500.001 - 2.500.000;2000000;27;31;20 - 49;291;291;291;23;89;86;9;1998.1471570066801
Geseke;0;500.001 - 2.500.000;650000;59;18;10 - 19;291;291;291;10;31;30;1;1315.70104369548
Odenthal;0;500.001 - 2.500.000;521000;61;4;10 - 19;291;290;291;14;373;372;7;1256.5169053762797
Bad Friedrichshall;0;;;82;28;10 - 19;291;290;291;10;141;137;6;1534.39794045948
Dortmund;0;500.001 - 2.500.000;2250000;43;31;10 - 19;291;290;291;11;528;517;27;1512.0169487794792
Simonswald;0;;;49;31;10 - 19;291;292;291;10;24;24;1;1522.46170662348
Lahr;0;;;61;20;10 - 19;291;290;291;14;102;101;4;1602.6001368226798
Meppen;0;5.000.001 - 25.000.000;9949401;41;14;10 - 19;291;292;292;13;25;25;2;1600.9350529654794
Herford;0;500.001 - 2.500.000;1100001;43;14;10 - 19;291;290;291;16;225;215;21;1508.0593404922797
München;0;500.001 - 2.500.000;2500000;38;14;10 - 19;291;291;291;14;1716;1662;121;1586.3272558607991
March;0;;;27;14;20 - 49;291;290;291;30;268;262;15;2017.9116020674799
Grasberg;0;100.001 - 250.000;140000;76;13;10 - 19;291;290;290;10;39;39;4;1176.0542029234798
Lingen;0;;;35;4;20 - 49;291;290;292;30;84;84;2;1906.6728432046802
Oberhausen;0;500.001 - 2.500.000;1350000;31;31;10 - 19;291;290;291;12;676;668;31;1545.2186876194792
Torgelow;0;500.001 - 2.500.000;1000000;42;4;10 - 19;290;292;292;10;9;8;1;1328.05256950068
Ludwigsburg;0;500.001 - 2.500.000;2000000;40;4;10 - 19;291;291;291;12;524;520;25;2361.89770777668
Fürth;0;100.001 - 250.000;250000;78;14;10 - 19;291;290;291;10;;;;2076.8493033154796
Trassenheide;0;100.001 - 250.000;250000;43;13;10 - 19;290;292;292;10;12;12;2;1225.52334985668
Tülau;0;;;32;31;10 - 19;291;292;292;15;2;2;0;1587.71097620388
Taunusstein;0;;;42;16;10 - 19;291;291;291;13;219;216;9;1611.2066615914796
Koblenz;0;;;76;4;10 - 19;291;290;291;11;247;236;22;1546.3811555434802
Neuss;0;;;43;4;10 - 19;291;290;291;13;689;678;50;1573.935011979479
Erfurt;0;250.001 - 500.000;280000;48;4;10 - 19;291;290;291;13;;;;1205.3698120810798
Hamburg;0;;;82;28;10 - 19;291;291;291;10;993;767;365;1560.3151675007994
Nonnweiler;0;500.001 - 2.500.000;838690;73;14;10 - 19;291;290;292;12;16;16;0;1342.4102331886802
Emmerich;0;500.001 - 2.500.000;620000;1;4;10 - 19;291;290;290;13;38;35;6;1255.48094385948
Deining;0;;;43;31;10 - 19;291;292;292;10;27;27;0;1437.7647931678803
Mühlheim;0;500.001 - 2.500.000;1500000;43;14;10 - 19;291;291;291;11;437;426;32;1524.4807206034798
Siegen;0;100.001 - 250.000;117700;72;30;10 - 19;291;290;290;10;89;85;9;1199.07239996148
Schwabach;0;250.001 - 500.000;400000;85;31;10 - 19;291;291;291;10;145;140;12;1200.95640909228
Simbach;0;500.001 - 2.500.000;725000;38;14;10 - 19;290;290;292;14;8;8;0;1392.8780755486803
Riesa;0;500.001 - 2.500.000;1100000;61;20;10 - 19;291;291;290;13;34;34;2;1400.5826035954801
Regensburg;0;;;61;4;10 - 19;291;290;290;15;156;150;16;1595.5394650474798
Bad Fallingbostel;0;;;41;14;10 - 19;291;291;291;10;17;15;2;1500.44443904748
Erlangen;0;;;61;14;10 - 19;291;290;290;16;235;225;17;1745.3961190954801
Böklund;0;;;72;4;20 - 49;291;292;292;23;;;;2580.12906069588
Henstedt-Ulzburg;0;;;72;14;10 - 19;291;290;291;19;103;96;17;2538.8566112506796
Denkendorf;0;;;40;14;10 - 19;291;290;291;15;7;7;0;2070.36521011668
Dorfen;0;;;52;4;10 - 19;291;292;291;10;24;24;0;1515.69552217548
Damme;0;500.001 - 2.500.000;2106000;38;14;20 - 49;290;292;290;20;25;24;3;1963.41220396668
Kinding;0;;;74;4;20 - 49;291;292;291;20;8;8;0;1886.2865221114798
Gießen;0;;;81;13;20 - 49;291;291;291;25;108;108;3;1946.2425718042796
Rosendahl;0;;;42;4;10 - 19;291;291;291;10;33;29;6;1537.7746307746804
Wilsdruff;0;500.001 - 2.500.000;650000;24;4;10 - 19;291;290;290;14;161;153;15;1333.8339412522798
Irrel;0;250.001 - 500.000;500000;82;4;10 - 19;291;292;292;13;;;;1239.91136523348
Dinkelsbühl;0;250.001 - 500.000;450000;85;4;10 - 19;291;290;292;14;15;15;0;1231.30484046468
Aschaffenburg;0;500.001 - 2.500.000;840000;25;14;10 - 19;291;291;291;14;156;153;10;1418.09014046028
Isernhagen;0;500.001 - 2.500.000;2466897;40;14;20 - 49;291;291;290;20;542;531;24;3164.5606224046787
Hemer;0;500.001 - 2.500.000;1211000;2;14;10 - 19;291;290;291;11;84;82;4;1359.35393393628
Stuttgart;0;5.000.001 - 25.000.000;5500000;62;14;20 - 49;291;290;291;27;854;833;57;2234.5477312091994
Hagen;0;;;62;14;10 - 19;291;290;290;12;196;192;7;1544.2463278954801
Witten;0;500.001 - 2.500.000;625000;55;14;10 - 19;291;291;291;14;522;509;26;1380.4526604154798
Haag;0;500.001 - 2.500.000;600000;40;14;10 - 19;291;292;291;14;27;26;2;1505.7584134294798
Düsseldorf;0;500.001 - 2.500.000;650000;61;4;10 - 19;291;291;290;10;872;860;59;1424.5755065088
Wedemark;0;500.001 - 2.500.000;2165000;40;4;20 - 49;291;290;291;25;61;60;1;3139.162228192679
Heidelberg;0;500.001 - 2.500.000;1000000;44;14;10 - 19;291;291;291;10;216;214;16;1663.6810761394795
Kernen;0;;;76;4;10 - 19;291;290;291;14;850;805;73;1724.0226667607994
Mönchengladbach;0;;;76;16;20 - 49;291;290;291;30;284;279;16;2017.9116020674799
Nettetal;0;500.001 - 2.500.000;850000;72;14;20 - 49;291;291;291;20;53;52;4;1784.4811810966798
Bad Zwischenahn;0;;;76;13;10 - 19;291;290;291;10;57;55;3;1544.54081522268
Bad Bramstedt;0;2.500.001 - 5.000.000;3400000;39;14;20 - 49;291;290;291;21;25;25;1;2033.44591866348
Nettetal;0;500.001 - 2.500.000;1000000;1;4;10 - 19;291;291;291;15;109;107;8;1411.32395601228
Warngau;0;250.001 - 500.000;410000;42;14;10 - 19;291;290;291;11;47;47;0;1199.9413635634799
Detmold;0;;;43;4;10 - 19;290;292;291;11;50;50;5;1454.3703333106803
Bad Hersfeld;0;500.001 - 2.500.000;700000;49;22;10 - 19;291;290;290;15;38;35;3;1332.83043099228
Brensbach;0;500.001 - 2.500.000;1200000;61;4;10 - 19;291;292;290;13;41;40;4;1472.2907371474803
Kloster Lehnin;0;500.001 - 2.500.000;874064;1;18;10 - 19;291;290;290;18;26;26;1;1730.36970586668
Krautheim;0;;;43;31;10 - 19;291;291;292;10;14;13;2;1472.9949719518804
Bielefeld;0;;;43;4;20 - 49;291;290;290;22;137;131;16;1918.84010805948
Rheine;0;500.001 - 2.500.000;2088346;40;14;10 - 19;291;291;291;13;81;79;3;2397.8662555246797
Heinsberg;0;;;47;16;20 - 49;291;291;290;29;119;119;3;2838.97097267268
Speyer;0;2.500.001 - 5.000.000;5000000;50;14;50 - 99;291;291;291;50;155;153;8;2070.07236172908
Straubing;0;500.001 - 2.500.000;1650000;44;4;10 - 19;291;291;291;15;28;28;1;2157.3427474546797
Bedburg;0;2.500.001 - 5.000.000;3900000;43;14;10 - 19;291;291;291;16;;;;1797.91930005708
Dippoldiswalde;0;500.001 - 2.500.000;580000;41;4;10 - 19;291;292;292;10;57;56;2;1164.37011756948
Heidenheim;0;;;40;4;10 - 19;291;291;291;14;75;70;5;2063.59902566868
Kritzow;0;2.500.001 - 5.000.000;3000000;41;31;10 - 19;291;290;291;15;33;31;4;1594.7007654754796
St. Ingbert;0;500.001 - 2.500.000;540816;85;14;10 - 19;291;290;291;11;200;199;11;1254.92678350428
Münster;0;;;78;28;10 - 19;291;290;291;10;206;200;12;1590.72997275948
Herne;0;;;61;4;10 - 19;291;290;291;11;807;746;95;1665.9633451607997
Freilassing;0;500.001 - 2.500.000;620000;40;14;10 - 19;291;290;291;11;20;20;1;1359.12319422948
Eschborn;0;5.000.001 - 25.000.000;6000000;43;14;10 - 19;291;291;291;14;783;761;62;1716.1211075663991
Starnberg;0;100.001 - 250.000;120000;76;4;10 - 19;291;291;291;11;113;113;3;1172.3135149402797
Dormagen;0;;;70;4;10 - 19;291;291;291;10;294;292;11;1524.30204694428
Hofheim;0;500.001 - 2.500.000;526877;57;14;20 - 49;291;290;291;26;312;308;16;1491.6965535082797
Wülfrath;0;500.001 - 2.500.000;900000;27;14;10 - 19;291;290;290;16;308;305;13;1533.5301984322798
Sörup;0;;;59;31;10 - 19;291;292;290;10;11;11;0;1535.6398031266801
Bünde;0;;;76;13;20 - 49;291;291;291;25;132;128;13;2017.9116020674799
Wiesbaden;0;500.001 - 2.500.000;1200000;48;4;10 - 19;291;290;291;11;365;358;15;1361.19427425708
Gelsenkirchen;0;;;40;4;10 - 19;291;291;291;17;;;;2386.2065500776
Dinslaken;0;500.001 - 2.500.000;1700000;24;4;10 - 19;291;291;291;11;229;225;11;1517.16245830428
Stolberg;0;500.001 - 2.500.000;1000000;39;14;10 - 19;291;291;291;18;289;285;14;1740.2857634914797
Flensburg;0;;;61;26;20 - 49;291;291;291;20;39;38;1;1972.31321606268
Wandlitz;0;500.001 - 2.500.000;760000;9;14;10 - 19;291;290;291;12;110;108;6;1360.03081886028
Berlin;0;500.001 - 2.500.000;510000;43;14;20 - 49;291;291;291;31;2512;2414;235;1528.2781169195994
Eutingen;0;250.001 - 500.000;260000;44;4;10 - 19;291;290;292;11;46;44;5;1467.0642124246801
Neumünster;0;2.500.001 - 5.000.000;4012534;41;16;10 - 19;291;290;291;17;68;65;11;1891.9558175674802
Rastdorf;0;;;1;16;10 - 19;291;292;292;10;7;7;0;1527.93527507988
Niebüll;0;500.001 - 2.500.000;1678230;40;16;10 - 19;291;290;291;13;12;12;0;1949.4174524256
Troisdorf;0;;;76;14;10 - 19;291;290;291;12;440;433;29;1602.1874306914792
Bochum;0;;;75;4;20 - 49;291;290;291;21;680;670;37;1996.5827902114797
Sonthofen;0;;;61;13;10 - 19;291;290;291;13;30;30;1;1602.6001368226798
Hamburg;0;;;82;28;10 - 19;291;290;291;13;4485;1977;2818;1581.024311872799
Warstein;0;500.001 - 2.500.000;1510000;65;14;10 - 19;290;291;292;19;10;10;0;1874.5888273798803
Hirschegg;0;500.001 - 2.500.000;1435000;49;20;20 - 49;292;292;292;39;7;7;0;1859.9724919126797
Wiesbaden;0;500.001 - 2.500.000;1200000;62;14;10 - 19;291;291;291;11;321;315;13;1438.5051368602801
Putzbrunn;0;2.500.001 - 5.000.000;3000000;24;16;10 - 19;291;291;291;15;671;655;48;1719.065618336279
Bielefeld;0;500.001 - 2.500.000;1300000;43;4;10 - 19;291;290;291;13;238;229;21;1406.39397654828
Lauchringen;0;;;82;4;10 - 19;291;291;292;12;9;9;1;1510.6312223830805
Braunschweig;0;;;61;4;10 - 19;291;290;291;13;301;292;14;1604.4404771434797
Bonn;0;;;42;14;20 - 49;291;291;291;25;417;413;25;2017.9116020674799
Filderstadt;0;;;40;4;10 - 19;291;291;291;11;482;472;30;1982.2019011774794
Gardelegen;0;5.000.001 - 25.000.000;9000000;1;14;20 - 49;291;292;290;20;5;5;0;2014.9629110362798
Leipzig;0;;;55;14;10 - 19;291;290;291;10;644;641;21;1635.9323957914794
Dobin am See;0;500.001 - 2.500.000;1100000;50;4;10 - 19;291;290;290;17;11;10;3;1657.31349674748
Walldorf;0;;;40;14;20 - 49;291;291;291;26;214;214;5;2878.31341077828
Übersee;0;500.001 - 2.500.000;1400000;9;14;10 - 19;291;291;291;15;21;20;1;1550.24934495948
Aschheim;0;2.500.001 - 5.000.000;4100000;62;24;10 - 19;291;291;291;13;1257;1220;86;1778.0042046623994
Barsbüttel;0;;;41;20;10 - 19;291;290;291;18;635;514;196;1918.5097046002793
Cuxhaven;0;;;41;14;10 - 19;291;290;290;11;15;15;0;1491.5434269514801
Kiel;0;500.001 - 2.500.000;600000;76;4;10 - 19;291;290;291;10;151;147;12;1233.6785586562798
Freisen;0;500.001 - 2.500.000;1100000;40;4;20 - 49;291;292;291;21;27;26;2;2068.3177186486805
Bielefeld;0;500.001 - 2.500.000;601418;75;16;10 - 19;291;291;291;15;227;219;19;1312.9861051042799
Euskirchen;0;;;17;4;10 - 19;291;290;291;11;102;101;1;1519.0252312426799
Husum;0;;;74;4;10 - 19;291;291;291;10;12;12;0;1504.5376018834802
Karlsruhe;0;100.001 - 250.000;150000;1;4;10 - 19;291;290;291;11;344;337;19;1172.3135149402797
Bad Arolsen;0;500.001 - 2.500.000;760000;59;14;10 - 19;291;290;292;10;9;9;0;1334.8187539486803
Weiden;0;;;76;14;10 - 19;291;290;291;12;31;27;5;1544.54081522268
Langenberg;0;500.001 - 2.500.000;2477175;33;14;10 - 19;291;291;291;18;57;53;9;1865.4003937594798
Aachen;0;2.500.001 - 5.000.000;2800000;27;14;20 - 49;291;290;291;29;365;363;13;2003.6711721226798
Bünde;0;;;76;13;10 - 19;291;291;291;10;175;164;20;1553.1473399914798
Jessen;0;500.001 - 2.500.000;1500000;47;14;10 - 19;291;291;292;15;10;10;0;2024.7169463938799
Halver;0;500.001 - 2.500.000;1200000;24;14;10 - 19;291;290;291;16;63;62;2;1605.89850697548
Hamminkeln;0;500.001 - 2.500.000;1200000;72;14;10 - 19;291;290;291;12;95;94;2;1731.93667361868
Wiggensbach;0;;;50;4;10 - 19;291;292;291;17;59;56;5;1859.3310299746804
Buchholz;0;;;63;14;20 - 49;291;292;291;27;18;18;0;2009.30507729868
Emden;0;;;43;14;10 - 19;290;291;291;11;;;;1498.2070368634802
Oberkrämer;0;500.001 - 2.500.000;800000;15;4;10 - 19;291;291;291;13;164;163;11;1411.32395601228
Frankfurt;0;;;78;14;10 - 19;291;290;291;18;814;786;73;2741.3010854520003
Berlin;0;;;61;13;20 - 49;291;290;291;35;1802;1723;176;1909.8829456715994
Berlin;0;;;63;14;20 - 49;291;291;291;25;2757;2641;296;1902.2914664315992
Neumünster;0;2.500.001 - 5.000.000;2662817;27;14;20 - 49;290;290;290;24;62;59;11;2018.8180431586804
München;0;500.001 - 2.500.000;981302;60;14;10 - 19;291;291;291;12;1716;1663;122;1430.0334916607999
Walldorf;0;500.001 - 2.500.000;1000000;40;31;10 - 19;291;290;291;11;213;213;5;1605.1819377144002
Karlsruhe;0;5.000.001 - 25.000.000;10000000;75;14;10 - 19;291;291;291;12;362;355;19;1614.5464344970796
Bad Sassendorf;0;500.001 - 2.500.000;1441830;40;16;10 - 19;291;291;291;15;37;34;8;1970.0897387854798
München;0;5.000.001 - 25.000.000;8500000;62;14;10 - 19;291;291;291;17;1768;1712;127;1842.6029835863994
Darmstadt;0;500.001 - 2.500.000;1596000;63;14;10 - 19;291;291;291;12;236;230;16;1519.54594766028
Bochum;0;;;61;4;10 - 19;291;291;291;10;766;714;75;1665.9633451607997
Gunzenhausen;0;;;44;16;10 - 19;290;290;292;13;19;18;2;2095.2536322958804
Rodgau;0;500.001 - 2.500.000;730000;63;14;10 - 19;291;291;291;10;287;281;12;1360.03081886028
Hörsten;0;;;45;16;10 - 19;291;292;292;12;29;28;2;1457.3905969246803
Viersen;0;500.001 - 2.500.000;1000000;43;4;10 - 19;291;291;291;12;224;221;10;1299.3180700522798
Dorf Mecklenburg;0;;;22;14;10 - 19;291;292;291;16;38;36;5;1753.2820856626804
Prichsenstadt;0;;;43;14;10 - 19;291;292;292;15;20;20;0;1503.4155940078797
Berlin;0;;;83;28;10 - 19;291;290;291;14;2889;2773;297;1490.0649163415992
Rostock;0;100.001 - 250.000;212000;85;4;10 - 19;291;290;291;10;144;137;17;1186.8125866522798
Fürth;0;500.001 - 2.500.000;750000;40;20;10 - 19;291;290;291;10;809;757;96;1662.8352937427996
St. Ingbert;0;;;83;16;10 - 19;291;290;291;12;303;295;21;1501.3520613682801
Krefeld;0;500.001 - 2.500.000;630000;76;13;10 - 19;291;291;291;13;277;273;13;1382.36689006428
Bentwisch;0;;;40;14;10 - 19;;;;10;;;;1932.3365156854793
Hadenfeld;0;;;40;4;10 - 19;291;292;290;10;23;23;1;2077.3307905054803
Quickborn;0;2.500.001 - 5.000.000;2980000;17;14;20 - 49;291;290;291;28;260;238;50;2105.9474620882797
Höhr-Grenzhausen;0;500.001 - 2.500.000;940000;42;4;10 - 19;291;290;292;10;141;139;9;1344.25057350948
Oberhausen;0;250.001 - 500.000;440000;66;14;10 - 19;291;291;291;10;801;793;38;1330.8113054327998
Wackersdorf;0;;;16;14;10 - 19;290;290;291;16;19;19;0;1647.68069738748
Dresden;0;500.001 - 2.500.000;900000;75;14;10 - 19;291;290;291;14;487;480;37;1477.96521653148
Seeshaupt;0;250.001 - 500.000;450000;50;4;10 - 19;291;292;291;10;60;60;1;1189.8510590074798
Köln;0;;;50;14;10 - 19;291;290;291;16;1060;1046;51;1881.4708000488
Münster;0;;;58;4;20 - 49;291;290;291;20;293;275;25;1876.1436473482797
Bramsche;0;;;61;4;10 - 19;291;290;291;13;58;55;4;1595.83395237468
Hohenstein-Ernstthal;0;500.001 - 2.500.000;1359123;39;14;10 - 19;291;290;291;11;172;170;5;1500.7965481282802
Garbsen;0;250.001 - 500.000;400000;54;14;10 - 19;291;290;291;12;478;469;22;1228.43379140028
Solingen;0;bis 100.000;44435;84;4;10 - 19;291;290;291;10;420;412;25;1169.6319912010797
München;0;250.001 - 500.000;500000;75;14;10 - 19;291;290;291;10;1330;1293;97;1282.1756824007998
Hildesheim;0;500.001 - 2.500.000;1625000;26;14;10 - 19;291;290;291;10;115;114;8;1519.54594766028
Ostheim;0;2.500.001 - 5.000.000;5000000;43;20;20 - 49;291;292;292;32;7;7;0;2009.9925393334802
Stolberg;0;;;31;31;10 - 19;291;291;291;10;282;278;13;1553.1473399914798
Nürnberg;0;;;43;14;10 - 19;291;290;291;10;517;504;48;1531.3286269594792
Platten;0;500.001 - 2.500.000;1000000;44;14;20 - 49;291;290;292;28;22;21;1;2896.6511913958807
Norden;0;;;61;4;10 - 19;291;291;291;11;16;16;0;1537.7746307746804
Kaufering;0;500.001 - 2.500.000;2150000;43;14;10 - 19;291;290;291;10;50;49;2;1454.3703333106803
Münster;0;;;69;14;10 - 19;291;290;291;11;293;275;25;1560.7388192314802
Schwalmtal;0;500.001 - 2.500.000;1375777;44;14;10 - 19;291;291;291;15;159;156;12;2063.2124786674804
Weiden;0;500.001 - 2.500.000;1700000;73;14;20 - 49;291;291;291;23;31;27;5;1978.60494851868
Berlin;0;;;75;4;10 - 19;;;;14;;;;1585.6910776114796
Würzburg;0;;;88;4;10 - 19;291;290;291;19;181;178;9;1856.08281378828
Siegen;0;2.500.001 - 5.000.000;4300000;73;3;10 - 19;291;291;290;15;100;93;12;1701.1626088162798
München;0;;;85;16;10 - 19;291;290;291;16;1674;1621;122;1729.4177254607998
Berlin;0;500.001 - 2.500.000;2000000;42;14;10 - 19;291;290;291;10;3112;2730;533;1647.9320452607994
Husum;0;500.001 - 2.500.000;650000;82;16;20 - 49;291;290;291;30;11;11;0;1616.32091265468
Meschede;0;500.001 - 2.500.000;1100000;41;4;10 - 19;291;290;292;10;;;;1292.5627180942802
Hann. Münden;0;;;76;13;10 - 19;291;290;290;17;31;31;1;1857.1962023266801
Steißlingen;0;100.001 - 250.000;250000;1;24;10 - 19;291;291;290;15;93;91;6;1267.84907259948
Recke;0;500.001 - 2.500.000;1500000;42;31;10 - 19;291;290;291;11;41;39;2;1591.0235016274798
Lingen;0;;;50;4;20 - 49;;;;36;;;;2011.1454176194802
Berlin;0;;;76;4;10 - 19;291;290;291;10;4863;4264;836;1568.6732613167997
Versmold;0;500.001 - 2.500.000;1000000;40;14;10 - 19;291;291;290;10;24;22;2;1455.3262174894803
